id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
101785,boardgame,D-Day Dice,2012,1,4,45,45,45,14,2593,6.93984,6.62682,4349,249,171,629,809,207,2.0242
125548,boardgame,Pixel Tactics,2012,2,2,45,45,45,12,1155,7.31513,6.61049,2739,66,136,516,299,87,2.6092
39684,boardgame,Merkator,2010,1,4,90,45,90,12,1734,7.02577,6.59979,2224,68,256,694,512,147,2.9932
157526,boardgame,Viceroy,2014,1,4,60,45,60,12,1040,7.35522,6.59505,2911,81,151,640,375,94,2.5532
102548,boardgame,Dungeon Fighter,2011,1,6,45,45,45,14,2473,6.91967,6.59047,3355,107,225,929,559,169,1.716
150999,boardgame,Valley of the Kings,2014,2,4,45,45,45,14,1230,7.18884,6.58223,2454,54,175,546,324,85,2.2118
826,boardgame,Cartagena,2000,2,5,45,45,45,8,5842,6.71617,6.57214,6083,142,250,830,1861,705,1.6213
88827,boardgame,Battle Cry: 150th Civil War Anniversary Edition,2010,2,2,45,45,45,12,697,7.69862,6.57167,1378,26,90,249,223,78,2.0385
35435,boardgame,Nefertiti,2008,3,4,45,45,45,8,1580,7.03788,6.56299,1595,53,89,270,447,159,2.3711
90040,boardgame,Pergamon,2011,2,4,45,45,45,10,1706,6.97942,6.55873,1932,58,172,474,450,159,2.239
112,boardgame,Condottiere,1995,2,6,45,45,45,14,5360,6.70546,6.55317,6052,230,189,762,1730,604,1.9536
38863,boardgame,Hab & Gut,2008,3,5,45,45,45,10,1390,7.07287,6.55128,1245,29,146,338,379,150,2.2067
144529,boardgame,Theseus: The Dark Orbit,2013,2,4,90,45,90,8,916,7.38059,6.54553,1522,44,174,660,242,82,2.7683
5206,boardgame,Ogre,1977,1,3,45,45,45,10,1975,6.97136,6.54327,5559,196,125,422,1005,298,2.3557
2961,boardgame,Confusion:  Espionage and Deception in the Cold War,1992,2,2,45,45,45,12,1053,7.19989,6.53908,1639,75,258,814,377,85,2.4471
158889,boardgame,Summoner Wars: Alliances Master Set,2015,2,4,45,45,45,9,354,8.75975,6.53769,1061,9,122,403,82,24,2.5417
41933,boardgame,Arctic Scavengers,2009,2,5,60,45,60,12,1539,7.02724,6.53342,2205,98,231,823,489,109,2.2569
168917,boardgame,Smash Up: Pretty Pretty Smash Up,2015,2,4,45,45,45,14,627,7.73788,6.53295,2684,14,98,330,88,16,2.0625
15953,boardgame,Wings of War: Burning Drachens,2005,1,2,45,45,45,8,1215,7.18315,6.5272,2441,89,75,171,359,170,1.9588
31497,boardgame,Oregon,2007,2,4,45,45,45,8,2647,6.79235,6.52621,2493,100,160,440,827,309,2.1586
144568,boardgame,Dawn of the Zeds (Second edition),2013,1,1,90,45,90,13,446,8.18637,6.52458,1039,47,125,385,180,44,3.0455
151022,boardgame,Baseball Highlights: 2045,2015,1,4,45,45,45,9,463,8.10857,6.52291,751,14,252,553,165,48,2.1875
31552,boardgame,Wings of War: Deluxe Set,2007,2,4,45,45,45,0,916,7.30212,6.50481,1308,34,62,176,217,80,1.975
1887,boardgame,Legend of the Five Rings,1995,2,8,45,45,45,12,1331,7.09417,6.50186,1930,201,37,89,462,130,3.2692
157001,boardgame,Trains: Rising Sun,2014,2,4,45,45,45,12,535,7.78876,6.50027,1600,21,235,568,163,40,2.425
171499,boardgame,Cacao,2015,2,4,45,45,45,8,1021,7.20078,6.498,1417,22,159,549,221,101,1.8515
199,boardgame,Manhattan,1994,2,4,45,45,45,10,3337,6.69087,6.47966,3978,135,244,654,1013,343,1.9563
986,boardgame,Babel,2000,2,2,60,45,60,12,2849,6.72821,6.47516,4384,172,152,485,976,323,2.4087
33451,boardgame,The Red Dragon Inn 2,2008,2,4,45,45,45,13,1673,6.92181,6.47478,2882,69,119,435,335,89,1.8202
91620,boardgame,Pastiche,2011,2,4,60,45,60,10,1540,6.91037,6.46624,2114,98,183,531,508,128,2.2813
142852,boardgame,DC Comics Deck-Building Game: Heroes Unite,2014,2,5,45,45,45,15,749,7.41439,6.45114,1602,21,79,207,134,47,2.0638
35503,boardgame,Ra: The Dice Game,2009,2,4,45,45,45,10,1974,6.76649,6.44745,1917,51,214,500,638,201,1.7363
201,boardgame,Rosenknig,1997,2,2,45,45,45,10,1861,6.79643,6.44702,2380,64,109,290,518,206,1.9854
361,boardgame,Hare & Tortoise,1973,2,6,45,45,45,8,3182,6.66944,6.44485,4310,207,91,300,1039,340,1.9441
119,boardgame,Kingdoms,1994,2,4,45,45,45,9,3468,6.63949,6.44294,4345,232,82,357,1242,377,1.8276
12589,boardgame,Razzia!,2004,2,5,45,45,45,12,1598,6.83257,6.43982,1638,61,105,238,552,223,1.9641
43868,boardgame,The Adventurers: The Temple of Chac,2009,2,6,45,45,45,10,3714,6.63253,6.43441,4472,193,235,1017,1277,336,1.6756
43152,boardgame,Assyria,2009,2,4,90,45,90,12,1204,6.98133,6.43192,1693,101,93,267,390,121,3.0248
34707,boardgame,The Hanging Gardens,2008,2,4,45,45,45,8,1812,6.78815,6.43113,1547,56,131,435,593,218,1.9679
66214,boardgame,Samarkand: Routes to Riches,2010,2,5,45,45,45,8,1259,6.93759,6.42809,1251,53,151,385,422,131,2.2901
2251,boardgame,Strat-O-Matic Baseball,1962,1,2,45,45,45,11,687,7.52706,6.42162,973,66,37,84,325,85,2.4118
1544,boardgame,Beyond Balderdash,1993,2,6,45,45,45,10,1962,6.7786,6.41731,2722,138,31,224,704,185,1.4811
438,boardgame,Scotland Yard,1983,3,6,45,45,45,10,8560,6.52014,6.41652,12462,724,82,596,2392,819,1.9597
40393,boardgame,FITS,2009,1,4,45,45,45,8,2535,6.63874,6.40027,2649,134,128,417,819,201,1.3881
65515,boardgame,Nuns on the Run,2010,2,8,45,45,45,10,2758,6.63116,6.39843,3496,204,161,770,784,197,2.0558
88408,boardgame,Nightfall,2011,2,5,45,45,45,12,3059,6.60875,6.39652,4136,351,55,501,860,226,2.6106
1117,boardgame,You're Bluffing!,1985,3,5,45,45,45,10,2475,6.67316,6.39213,3475,135,58,230,809,290,1.6138
120,boardgame,Hoity Toity,1990,2,6,45,45,45,12,4110,6.55766,6.3908,5514,352,129,377,1613,517,1.8646
83667,boardgame,First Train to Nuremberg,2010,2,4,120,45,120,12,747,7.20972,6.3899,1751,100,89,247,322,77,3.1818
15510,boardgame,Tower of Babel,2005,3,5,45,45,45,10,2041,6.6928,6.38988,2309,233,58,210,866,289,2.3529
154458,boardgame,Akrotiri,2014,2,2,45,45,45,13,620,7.41254,6.3893,1443,27,220,704,193,56,2.7679
22348,boardgame,Duplik,2005,3,10,45,45,45,12,1032,7.00433,6.38711,1358,26,64,262,263,79,1.2405
32412,boardgame,Palastgeflster,2007,3,5,45,45,45,10,1353,6.83868,6.38332,1813,31,76,223,376,145,1.6552
123219,boardgame,OddVille,2012,2,4,45,45,45,10,1022,6.99069,6.37057,1664,72,79,299,241,80,2.35
66587,boardgame,GOSU,2010,2,4,45,45,45,10,2181,6.6856,6.36913,2506,198,54,377,574,169,2.4024
76150,boardgame,Revolver,2011,2,2,45,45,45,12,972,7.01899,6.36872,1661,93,88,396,305,74,1.973
24310,boardgame,The Red Dragon Inn,2007,2,4,45,45,45,13,3750,6.56466,6.36238,4886,162,173,894,1006,303,1.6469
63759,boardgame,Seeland,2010,2,4,60,45,60,9,1036,6.9327,6.3618,1576,59,133,366,328,103,2.3204
153097,boardgame,Heroes Wanted,2014,1,5,45,45,45,13,821,7.29387,6.35965,1587,60,129,534,227,64,2.5625
98315,boardgame,The Adventurers: The Pyramid of Horus,2011,2,6,45,45,45,13,1319,6.84494,6.35563,2219,80,147,516,432,98,1.7653
4218,boardgame,O Zoo le Mio,2002,2,4,60,45,60,9,1971,6.65009,6.35294,2253,157,95,263,831,247,2.0081
57660,boardgame,Time's Up! Edicin Azul,2006,4,12,45,45,45,12,575,7.39082,6.3514,827,3,6,39,95,46,1.2609
96152,boardgame,Nightfall: Martial Law,2011,2,5,45,45,45,12,712,7.17789,6.35139,1860,117,19,115,156,46,2.6957
22532,boardgame,Wings of War: The Dawn of World War II,2007,2,6,45,45,45,12,1131,6.91004,6.33826,1992,116,62,198,334,134,1.9552
6901,boardgame,Euchre,1848,2,7,45,45,45,8,1516,6.75067,6.33061,1023,9,2,32,529,134,1.6716
21791,boardgame,Masons,2006,2,4,45,45,45,8,2123,6.58516,6.31396,2487,222,56,242,812,283,2.1272
109291,boardgame,Sails of Glory,2013,2,4,45,45,45,13,466,7.60213,6.31359,1067,33,126,454,140,60,2.8667
21632,boardgame,To Court the King,2006,2,5,45,45,45,10,3322,6.4811,6.30553,2946,77,181,505,1201,444,1.7297
1037,boardgame,Deadlands: Doomtown,1998,2,6,45,45,45,10,581,7.3069,6.2932,817,95,65,113,252,59,2.9831
125046,boardgame,Fantastiqa,2012,2,4,60,45,60,8,667,7.14111,6.29307,1240,43,238,699,264,69,2.3913
159109,boardgame,XenoShyft: Onslaught,2015,1,4,45,45,45,14,608,7.23247,6.27828,1395,53,157,528,204,45,2.6667
103686,boardgame,Mundus Novus,2011,2,6,45,45,45,14,1177,6.74552,6.27637,1675,66,106,395,296,85,2.2235
2603,boardgame,The Lord of the Rings Trading Card Game,2001,2,6,45,45,45,12,1137,6.80698,6.27144,1751,196,28,42,450,121,2.9256
65282,boardgame,Tanto Cuore,2009,2,4,45,45,45,13,978,6.89997,6.2681,1431,21,76,337,292,84,2.1905
932,boardgame,Top Race,1996,2,6,45,45,45,8,1040,6.76119,6.26179,1263,65,67,138,330,105,1.7714
34297,boardgame,The Climbers,2008,2,5,45,45,45,8,827,6.88954,6.25718,844,33,213,502,322,78,1.9103
137423,boardgame,Pixel Tactics 2,2013,2,2,45,45,45,12,452,7.44947,6.25554,1598,38,74,196,135,28,2.4643
27048,boardgame,Duel in the Dark,2007,1,2,45,45,45,10,1279,6.68687,6.25494,2500,239,93,430,613,194,2.4794
1042,boardgame,Dragon's Gold,2001,3,6,45,45,45,8,2197,6.49724,6.25051,3024,157,163,501,812,201,1.6965
21654,boardgame,Iliad,2006,2,6,45,45,45,10,1658,6.58207,6.24925,1937,136,67,279,595,222,2.1036
883,boardgame,Ivanhoe,2000,2,5,45,45,45,10,1486,6.57877,6.237,1897,82,63,177,540,186,1.6129
23730,boardgame,Gheos,2006,2,4,60,45,60,10,1594,6.55896,6.23566,1604,118,95,353,671,257,2.4514
18866,boardgame,Shear Panic,2005,2,4,45,45,45,10,3140,6.41558,6.23402,4077,212,100,363,1106,385,2.2208
4249,boardgame,Trias,2002,2,5,45,45,45,12,1807,6.51342,6.23388,2184,176,91,306,775,210,2.3905
256,boardgame,Mississippi Queen,1997,3,5,45,45,45,10,2973,6.39896,6.22573,4069,202,139,328,1019,358,1.6955
32116,boardgame,Airships,2007,2,4,60,45,60,10,2262,6.44309,6.22464,2249,126,89,259,888,310,1.871
3234,boardgame,Dschunke,2002,3,4,60,45,60,10,942,6.72655,6.20986,1327,86,50,104,277,103,2.5243
162007,boardgame,Steampunk Rally,2015,2,8,45,45,45,13,323,7.86998,6.20898,986,6,109,495,169,48,2.3542
4491,boardgame,Cave Troll,2002,2,4,45,45,45,10,2615,6.40683,6.20075,3445,254,86,411,1022,289,1.955
19301,boardgame,Mesopotamia,2005,2,4,45,45,45,10,1406,6.55512,6.19851,1881,139,77,242,533,194,2.4278
161614,boardgame,Stockpile,2015,2,5,45,45,45,13,365,7.77438,6.19715,586,5,175,525,113,54,2
34615,boardgame,New World: A Carcassonne Game,2008,2,5,45,45,45,8,1689,6.51048,6.19491,2695,143,45,261,490,154,2.0649
112092,boardgame,Shadowrift,2012,1,6,120,45,120,14,515,7.21256,6.19169,936,48,153,536,187,52,2.6923
122,boardgame,Quo Vadis?,1992,3,5,45,45,45,12,1801,6.46042,6.19091,2367,209,75,203,700,189,2.0899
3267,boardgame,Pizarro & Co.,2002,3,6,45,45,45,12,1213,6.57788,6.19052,1616,109,33,91,475,131,2.4885
55253,boardgame,Atlantis,2009,2,4,45,45,45,10,1389,6.5353,6.18698,1488,53,61,206,375,137,1.8394
1265,boardgame,Mystery Rummy: Jekyll & Hyde,2001,2,2,45,45,45,10,1068,6.63476,6.18458,1927,91,60,121,446,112,1.5268
827,boardgame,Attila,2000,2,5,45,45,45,10,1403,6.53502,6.17922,1608,112,48,116,523,145,2.5655
140951,boardgame,Thunderstone: Starter Set,2013,2,5,60,45,60,12,492,7.18285,6.17547,1378,35,61,192,103,25,2.28
111148,boardgame,Wrfel Bohnanza,2012,2,5,45,45,45,10,922,6.67559,6.17211,1518,27,73,150,241,76,1.3026
128554,boardgame,Vlusp,2012,2,5,45,45,45,10,832,6.74665,6.17122,1003,26,83,299,224,56,1.9107
11945,boardgame,Linq,2004,4,8,45,45,45,10,652,6.86971,6.16067,1030,41,36,147,166,64,1.4375
83040,boardgame,Leader 1: Hell of the North,2011,2,10,45,45,45,14,271,7.89336,6.15801,592,9,73,181,90,48,2.6458
118610,boardgame,Santa Cruz,2012,2,4,45,45,45,8,744,6.76728,6.15651,958,43,98,275,196,74,2.1757
129050,boardgame,P.I.,2012,2,5,45,45,45,13,794,6.73946,6.15617,1180,34,66,242,227,68,2.25
287,boardgame,Bazaar,1967,2,6,45,45,45,8,1322,6.50097,6.15526,2029,185,92,192,627,133,2.0451
40831,boardgame,The Pillars of the Earth: Builders Duel,2009,2,2,45,45,45,10,969,6.62866,6.1538,1721,67,110,216,287,88,2.1818
265,boardgame,Intrigue,1994,3,5,45,45,45,12,1990,6.38434,6.14911,2784,180,92,378,860,211,1.9763
5795,boardgame,Richelieu,2003,2,2,45,45,45,12,862,6.66219,6.1464,1048,37,60,143,363,103,1.8932
146408,boardgame,Sentinel Tactics: The Flame of Freedom,2014,2,8,45,45,45,13,394,7.31206,6.13494,1302,55,68,219,139,33,2.5152
4583,boardgame,Pinochle,1904,2,4,45,45,45,10,707,6.78925,6.13047,729,6,2,17,237,76,2.3289
113927,boardgame,Nightfall: The Coldest War,2012,2,5,45,45,45,12,307,7.51417,6.13029,1052,62,23,86,58,20,2.8
129320,boardgame,Castle Dice,2013,1,4,45,45,45,10,624,6.83663,6.12391,1045,24,119,371,196,53,2.2642
65673,boardgame,Masques,2010,2,4,45,45,45,13,896,6.63669,6.12316,1871,80,40,180,228,68,2.0147
68247,boardgame,The Mines of Zavandor,2010,2,4,90,45,90,10,755,6.68414,6.1224,1368,115,47,168,248,67,2.6269
31133,boardgame,Ice Flow,2008,2,4,45,45,45,11,1245,6.48982,6.12192,1496,135,87,270,463,138,2.1522
96613,boardgame,Alcatraz: The Scapegoat,2011,3,4,60,45,60,15,1055,6.55942,6.12145,1361,81,68,319,284,79,2.3291
2652,boardgame,Wise and Otherwise,1997,2,6,45,45,45,12,736,6.74813,6.11548,1086,111,27,99,279,70,1.4714
20022,boardgame,Terra Nova,2006,2,4,45,45,45,13,1329,6.43094,6.11475,1907,150,35,151,479,145,2.2966
40214,boardgame,Bombay,2009,2,5,45,45,45,10,1295,6.4474,6.11374,1668,150,47,183,470,164,2.0305
128063,boardgame,Uchronia,2012,2,5,60,45,60,14,736,6.6931,6.11107,1245,88,115,373,227,63,2.6508
101786,boardgame,Dust Tactics: Revised Core Set,2011,2,4,45,45,45,14,337,7.61395,6.10945,909,37,47,134,87,35,2.5143
25584,boardgame,If Wishes Were Fishes!,2007,2,5,45,45,45,10,1003,6.53583,6.10351,1164,74,45,166,391,113,1.9381
22278,boardgame,The Thief of Baghdad,2006,2,4,45,45,45,8,1257,6.45447,6.09949,1386,62,63,188,375,164,1.8537
122891,boardgame,Courtier,2012,2,4,45,45,45,10,651,6.75104,6.09901,1101,53,58,239,176,57,2.3509
60131,boardgame,Ugg-Tect,2009,4,8,45,45,45,8,1241,6.42193,6.08657,1942,69,130,484,376,96,1.2083
32944,boardgame,Neue Heimat,2007,2,5,45,45,45,10,409,7.04384,6.08536,324,9,149,255,180,44,2.5
30356,boardgame,Heartland,2009,2,5,60,45,60,8,533,6.82139,6.08456,681,41,101,217,178,59,2.1017
142854,boardgame,Infection: Humanity's Last Gasp,2013,1,1,45,45,45,13,284,7.5334,6.08408,566,20,106,308,111,28,2.0357
1260,boardgame,Rook,1906,2,6,45,45,45,8,1685,6.37029,6.08117,4334,227,4,50,670,163,1.8896
137397,boardgame,Via Appia,2013,2,4,45,45,45,8,612,6.74397,6.07972,1005,37,106,349,174,44,1.9545
58602,boardgame,Cable Car,2009,2,6,45,45,45,8,661,6.67988,6.0775,825,23,103,253,220,57,1.8246
117960,boardgame,Saint Malo,2012,2,5,45,45,45,9,954,6.47083,6.0758,1619,74,99,277,275,84,1.9167
57163,boardgame,Gonzaga,2009,2,4,45,45,45,8,672,6.68597,6.07431,948,70,34,129,251,76,2.4605
214,boardgame,Caf International,1989,2,4,60,45,60,10,1712,6.30765,6.07227,2046,83,54,152,473,181,1.674
84159,boardgame,Junta: Viva el Presidente!,2010,3,5,60,45,60,10,977,6.54895,6.06973,1325,65,82,283,257,63,1.9048
20080,boardgame,Aqua Romana,2005,2,4,60,45,60,8,1309,6.37811,6.06408,1651,111,50,187,449,156,2.1859
32441,boardgame,Bezzerwizzer,2007,2,4,45,45,45,14,1267,6.42889,6.06258,2075,148,8,80,325,76,1.6974
25420,boardgame,UR,2006,3,4,45,45,45,10,840,6.52095,6.06131,1026,67,38,135,368,141,3.078
30804,boardgame,Song of Blades and Heroes,2007,2,6,45,45,45,12,247,7.76065,6.05956,523,3,30,134,85,33,2.2121
39813,boardgame,Qwirkle Cubes,2009,2,4,45,45,45,6,709,6.61772,6.059,1186,34,40,132,227,66,1.5909
3141,boardgame,The Bucket King,2002,2,6,45,45,45,10,1371,6.34125,6.05776,1169,48,47,113,527,179,1.2346
174660,boardgame,New York 1901,2015,2,4,45,45,45,8,337,7.28612,6.04917,765,8,230,857,97,39,2.2051
3452,boardgame,Emerald,2002,2,5,45,45,45,10,1174,6.37132,6.04884,1415,87,55,121,454,130,1.6846
2795,boardgame,Car Wars,1981,2,8,45,45,45,10,1705,6.32083,6.04876,3216,147,30,134,740,186,3.0914
42142,boardgame,Doctor Who: Solitaire Story Game,2009,1,1,45,45,45,11,248,8.1825,6.04841,425,2,24,196,129,44,2.5682
6795,boardgame,Battleball,2003,2,2,45,45,45,8,1793,6.29836,6.04763,3260,499,39,88,980,229,1.5066
29602,boardgame,Okko: Era of the Asagiri,2008,2,2,45,45,45,12,589,6.78189,6.04646,1484,94,38,209,198,87,2.1839
143175,boardgame,Kashgar: Hndler der Seidenstrae,2013,2,4,45,45,45,12,340,7.13511,6.04604,497,26,72,251,81,27,2.3333
34599,boardgame,Toledo,2008,2,4,60,45,60,10,1509,6.30385,6.04512,1846,132,36,178,486,189,2.1958
9825,boardgame,Early American Chrononauts,2004,1,6,45,45,45,11,697,6.64565,6.04509,1504,45,40,114,187,69,1.8116
35248,boardgame,Batavia,2008,3,5,60,45,60,10,864,6.52181,6.04341,1223,105,35,144,287,96,2.4271
18289,boardgame,Key Largo,2005,3,5,45,45,45,10,682,6.60903,6.04199,1064,65,58,198,219,64,2.0469
105624,boardgame,Poseidon's Kingdom,2011,2,4,45,45,45,10,416,6.91918,6.04151,689,21,98,244,175,31,2.4516
1800,boardgame,Mythos,1996,1,10,45,45,45,10,685,6.65113,6.04033,1273,123,41,67,279,76,2.5263
247,boardgame,Gloria Picktoria,1996,2,5,45,45,45,10,905,6.44139,6.03927,1571,109,26,85,386,104,1.4808
9028,boardgame,Tongiaki,2004,2,6,45,45,45,10,2075,6.23568,6.03446,2410,227,43,141,850,255,1.9569
38032,boardgame,Byzanz,2008,3,6,45,45,45,8,663,6.57699,6.0319,787,23,37,104,187,73,1.6027
257,boardgame,Kill Doctor Lucky,1996,3,7,45,45,45,12,4648,6.16558,6.0285,6581,265,90,493,1532,490,1.6531
4529,boardgame,Hellas,2002,2,2,60,45,60,12,1851,6.24203,6.02629,2881,189,112,352,813,226,2.0531
127095,boardgame,Origin,2013,2,4,60,45,60,8,457,6.81915,6.02366,725,27,71,245,146,38,2.1316
25823,boardgame,Cartagena 2. The Pirate's Nest,2006,2,5,45,45,45,8,749,6.50541,6.02253,1029,37,32,126,260,84,1.5833
6281,boardgame,Eketorp,2003,3,6,60,45,60,10,1061,6.37497,6.02192,1216,62,45,180,364,143,2.0699
7062,boardgame,Smarty Party!,2003,3,8,45,45,45,13,573,6.64623,6.02167,595,12,25,104,258,75,1.4133
19947,boardgame,Ark,2005,3,5,45,45,45,8,1243,6.30097,6.01457,1647,107,43,132,494,193,2.1969
69120,boardgame,Cadwallon: City of Thieves,2010,2,4,45,45,45,10,1213,6.37393,6.01254,2122,122,112,570,361,98,2.2245
109969,boardgame,Mutant Meeples,2012,2,7,45,45,45,8,486,6.76179,6.01168,962,40,36,170,162,36,2.5278
91534,boardgame,The Struggle for Catan,2011,2,4,45,45,45,10,1305,6.31447,6.01073,2861,178,19,87,318,107,1.6449
19358,boardgame,Western Town,2005,2,4,90,45,90,12,288,7.2592,6.00715,525,35,35,163,92,35,3.4571
27680,boardgame,1936: Guerra Civil,2006,2,2,45,45,45,12,249,7.68337,6.00709,389,5,21,75,66,47,2.9362
35935,boardgame,Day & Night,2008,2,2,45,45,45,10,634,6.60737,6.00576,758,55,65,298,249,66,2.4545
1036,boardgame,Speculation,1992,3,6,45,45,45,10,445,6.773,6.00282,690,23,80,201,136,40,2
46807,boardgame,Infinite City,2009,2,6,45,45,45,10,1547,6.24833,6.00232,1666,114,76,313,512,155,1.8903
854,boardgame,Doge,2000,3,4,45,45,45,12,656,6.54457,6.00177,1078,98,27,76,247,67,2.5672
124742,boardgame,Android: Netrunner,2012,2,2,45,45,45,14,15281,8.1676,7.97822,24381,680,627,3244,3202,1260,3.3103
150376,boardgame,Dead of Winter: A Crossroads Game,2014,2,5,210,45,210,14,9188,8.05776,7.82389,13692,144,1086,4956,1602,608,2.9408
132531,boardgame,Roll for the Galaxy,2014,2,5,45,45,45,13,4632,7.92585,7.59572,6551,51,960,3269,912,348,2.6667
30549,boardgame,Pandemic,2007,2,4,45,45,45,8,43788,7.65991,7.58194,59298,1088,634,5358,8865,3789,2.4262
146652,boardgame,Legendary Encounters: An Alien Deck Building Game,2014,1,5,45,45,45,17,2829,8.01363,7.48766,4736,47,529,1748,587,202,2.7079
154203,boardgame,Imperial Settlers,2014,1,4,90,45,90,10,5222,7.76455,7.46405,7665,96,909,3385,1039,401,2.7107
43015,boardgame,Hansa Teutonica,2009,2,5,90,45,90,12,6717,7.64376,7.44871,6333,79,592,1862,1648,555,3.1297
129437,boardgame,Legendary: A Marvel Deck Building Game,2012,1,5,45,45,45,14,7443,7.6399,7.38437,11033,189,566,2350,1525,513,2.4503
12,boardgame,Ra,1999,2,5,60,45,60,12,13720,7.47502,7.36975,12592,259,678,2399,4081,1613,2.3577
36932,boardgame,Claustrophobia,2009,2,2,45,45,45,14,4588,7.68159,7.36259,6352,158,604,2599,1215,392,2.4719
123123,boardgame,BattleCON: Devastation of Indines,2013,1,5,45,45,45,10,1365,8.35915,7.32431,2418,37,300,910,411,110,3.0273
25554,boardgame,Notre Dame,2007,2,5,75,45,75,10,8917,7.41164,7.26571,8745,176,614,1761,2346,1028,2.7607
136063,boardgame,Forbidden Desert,2013,2,5,45,45,45,10,7943,7.41603,7.22974,14158,230,543,2780,1516,454,2.0352
9217,boardgame,Saint Petersburg,2004,2,4,60,45,60,10,11268,7.34764,7.22809,9789,219,519,1672,2929,1315,2.4738
70919,boardgame,Takenoko,2011,2,4,45,45,45,8,11282,7.36178,7.21935,16662,167,756,3186,2061,779,1.9756
8217,boardgame,San Juan,2004,2,4,60,45,60,10,16622,7.31069,7.21863,17765,396,502,2040,4720,1910,2.2937
100901,boardgame,Flash Point: Fire Rescue,2011,1,6,45,45,45,10,9380,7.36197,7.20995,14703,430,470,2329,2171,610,2.2246
118,boardgame,Modern Art,1992,3,5,45,45,45,10,10456,7.31527,7.18274,10631,350,408,1409,3190,1242,2.3349
66362,boardgame,Glen More,2010,2,5,70,45,70,10,5851,7.361,7.16236,5922,92,703,1812,1465,478,2.6736
125618,boardgame,Libertalia,2012,2,6,45,45,45,14,5865,7.31006,7.10718,7165,144,730,2596,1143,345,2.2348
9674,boardgame,Ingenious,2004,1,4,45,45,45,10,11365,7.22297,7.10641,12075,337,320,1621,3149,1236,1.9434
97842,boardgame,Last Will,2011,2,5,75,45,75,13,5008,7.3118,7.0912,5617,104,677,1986,1077,349,2.6676
121408,boardgame,Trains,2012,2,4,45,45,45,12,4235,7.35789,7.09034,5699,186,421,1369,1042,297,2.404
134726,boardgame,Smash Up: Awesome Level 9000,2013,2,4,45,45,45,12,3357,7.47553,7.08644,8907,164,107,442,427,132,2.1212
128271,boardgame,Ginkgopolis,2012,1,5,45,45,45,13,2927,7.43355,7.06076,2901,54,428,1143,669,252,2.877
47185,boardgame,Warhammer: Invasion,2009,2,2,45,45,45,13,4549,7.33484,7.03191,5991,403,104,586,965,404,2.7327
2163,boardgame,Space Hulk,1989,2,4,45,45,45,12,2923,7.46642,7.02663,3012,50,211,485,888,310,2.5065
11,boardgame,Bohnanza,1997,2,7,45,45,45,13,23661,7.09221,7.0112,31585,622,279,1496,6299,2468,1.6803
85897,boardgame,Thunderstone: Dragonspire,2011,1,5,45,45,45,12,2271,7.47643,6.99962,3721,179,109,503,445,111,2.6847
22345,boardgame,Yspahan,2006,2,4,60,45,60,8,6569,7.16069,6.99128,6200,194,316,1021,1909,834,2.3657
68425,boardgame,Eminent Domain,2011,2,4,45,45,45,10,5945,7.17434,6.9896,7821,316,398,1772,1598,455,2.4989
6249,boardgame,Alhambra,2003,2,6,60,45,60,8,17527,7.05526,6.97042,19068,495,464,2297,4605,1932,2.1232
24508,boardgame,Taluva,2006,2,4,45,45,45,8,5181,7.17941,6.96309,4960,102,530,1653,1574,628,2.2803
503,boardgame,Through the Desert,1998,2,5,45,45,45,10,9918,7.07299,6.9582,9994,375,501,1585,3314,1313,2.2125
13004,boardgame,The Downfall of Pompeii,2004,2,4,45,45,45,10,5115,7.14977,6.94671,5237,89,474,1351,1704,589,1.8387
12002,boardgame,Jambo,2004,2,2,45,45,45,12,6808,7.09844,6.94363,8388,293,368,1352,2268,781,2.0743
107529,boardgame,Kingdom Builder,2011,2,4,45,45,45,8,9369,7.06278,6.93756,10831,286,506,2199,2155,720,2.0778
1301,boardgame,Netrunner,1996,2,2,45,45,45,10,1957,7.49902,6.9312,2655,198,110,248,741,196,2.9082
141572,boardgame,Paperback,2014,2,5,45,45,45,8,1692,7.50254,6.90634,3214,59,418,1299,489,96,1.9375
156689,boardgame,Legendary: Villains  Marvel Deck Building Game,2014,1,5,45,45,45,14,993,7.95554,6.88131,2296,30,202,541,159,52,2.9423
40628,boardgame,Finca,2009,2,4,45,45,45,10,4863,7.05016,6.84397,4655,82,409,1059,1300,402,2.092
66505,boardgame,The Speicherstadt,2010,2,5,45,45,45,8,3502,7.10588,6.84197,3808,99,210,586,930,307,2.2704
551,boardgame,Battle Cry,2000,2,2,45,45,45,10,3044,7.1787,6.83735,3643,208,125,387,1290,406,2.0961
97903,boardgame,Terror in Meeple City,2013,2,4,45,45,45,8,4156,7.07371,6.83405,6910,159,421,1494,1057,268,1.4701
122522,boardgame,Smash Up,2012,2,4,45,45,45,12,10075,6.9807,6.83012,16178,472,250,1581,1830,636,2.033
123540,boardgame,Tokaido,2012,2,5,45,45,45,8,5049,7.04782,6.82341,7340,96,491,2060,1016,357,1.7507
18100,boardgame,China,2005,3,5,45,45,45,12,3746,7.06232,6.82017,3677,193,154,519,1425,468,2.2906
